"Product Name","Excerpt","Type","Price","Sale Price","Category","Featured Image","Featured Image Thumbnail","Featured Image (Embed)","Featured Image Title","Featured Image Caption","Featured Image Alternative Text","Featured Image Description","Product Gallery","Product Gallery Title","Product Gallery Thumbnail","Product Gallery Caption","Product Gallery (Embed)","Product Gallery Alt","Product Gallery Description","WordPress SEO - Focus Keyword","Attribute: Color","Attribute: Types","WordPress SEO - Meta Description","WordPress SEO - SEO Title"
"رد شيري – مجموعة رموش _ 502","<div class=""woocommerce-product-details__short-description"">
<p class=""product-title title36 lora-font font-bold""><strong>مجموعة رموش رد شيري _502:</strong></p>

<ul>
 	<li>رموش تعطي مظهر طبيعي طويلة و كثيفة</li>
 	<li> تعطي رمزآ للرقة و الجمال</li>
 	<li>لها جودتها العالية</li>
 	<li>يمكن استخدامها للمناسبات و الاستخدام اليومي</li>
</ul>
</div>
<div class=""quantity buttons_added""></div>","Simple Product","15.00","","المكياج>رموش|المكياج>رموش>ريد شيري","https://meralll.com/wp-content/uploads/2021/02/502_large_11c06bc8-fda4-4d51-9aa1-d773db653bd7@2x.png","https://meralll.com/wp-content/uploads/2021/02/502_large_11c06bc8-fda4-4d51-9aa1-d773db653bd7@2x-150x150.png","","502_large_11c06bc8-fda4-4d51-9aa1-d773db653bd7@2x","","","","https://meralll.com/wp-content/uploads/2021/02/502_large_11c06bc8-fda4-4d51-9aa1-d773db653bd7@2x.png","","https://meralll.com/wp-content/uploads/2021/02/502_large_11c06bc8-fda4-4d51-9aa1-d773db653bd7@2x-150x150.png","","","","","","","","رموش تعطي مظهر طبيعي طويلة و كثيفة تعطي رمزآ للرقة و الجماللها جودتها العاليةيمكن استخدامها للمناسبات و الاستخدام اليومي","%%title%% %%page%% %%sep%% %%sitename%% رموش تعطي مظهر طبيعي"
"رد شيري – مجموعة رموش _ 113","<div class=""woocommerce-product-details__short-description"">
<p class=""product-desc""><strong>مجموعة رموش رد شيري 113 :</strong></p>

<ul>
 	<li>رموش تعطي مظهر طبيعي طويلة و كثيفة</li>
 	<li> تعطي رمزآ للرقة و الجمال</li>
 	<li>لها جودتها العالية</li>
 	<li>يمكن استخدامها للمناسبات و الاستخدام اليومي</li>
</ul>
</div>
<div class=""quantity buttons_added""></div>","Simple Product","15.00","","المكياج>رموش|المكياج>رموش>ريد شيري","https://meralll.com/wp-content/uploads/2021/02/d0f08e6f-25a2-4d92-befa-28d73468e112-1.jpg","https://meralll.com/wp-content/uploads/2021/02/d0f08e6f-25a2-4d92-befa-28d73468e112-1-150x150.jpg","","d0f08e6f-25a2-4d92-befa-28d73468e112-1","","","","https://meralll.com/wp-content/uploads/2021/02/d0f08e6f-25a2-4d92-befa-28d73468e112-1.jpg","","https://meralll.com/wp-content/uploads/2021/02/d0f08e6f-25a2-4d92-befa-28d73468e112-1-150x150.jpg","","","","","","","","رموش تعطي مظهر طبيعي طويلة و كثيفة تعطي رمزآ للرقة و الجماللها جودتها العاليةيمكن استخدامها للمناسبات و الاستخدام اليومي","%%title%% %%page%% %%sep%% %%sitename%% رموش تعطي مظهر طبيعي"
"بروني بوني – لاصق الرموش","<div class=""woocommerce-product-details__short-description"">

<strong>لاصق الرموش من بروني بوني:</strong>
<ul>
 	<li>صمغ بروني بوني للرموش ابيض يقلب شفاف ممتاز مع ريشة لسهولة التطبيق عالرموش</li>
 	<li>ثابت لفترة طويلة</li>
 	<li>يستخدم للعيون الحساسة</li>
</ul>
</div>","Simple Product","43.00","38.82","المكياج>رموش|المكياج>رموش>ريد شيري","https://meralll.com/wp-content/uploads/2021/02/لاصق-رموش-براوني-بوني.jpg","https://meralll.com/wp-content/uploads/2021/02/لاصق-رموش-براوني-بوني-150x150.jpg","","لاصق-رموش-براوني-بوني","","","","","","","","","","","","","","صمغ بروني بوني للرموش ابيض يقلب شفاف ممتاز مع ريشة لسهولة التطبيق عالرموشثابت لفترة طويلةيستخدم للعيون الحساسة","%%title%% %%page%% %%sep%% %%sitename%% صمغ بروني بوني للرموش ابيض يقلب شفاف"
"دو ستريب – لاصق رموش","<div class=""woocommerce-product-details__short-description"">

<strong>دو ستريب لاصق رموش أبيض:</strong>
<ul>
 	<li>أفضل صمغ رموش من ديو</li>
 	<li>لا يسبب حساسيه للجفن أو الرموش الطبيعية</li>
</ul>
</div>
<div class=""nasa-detail-product-deal-countdown nasa-product-variation-countdown""></div>","Simple Product","43.00","39.00","المكياج>رموش|المكياج>رموش>ريد شيري","https://meralll.com/wp-content/uploads/2021/02/073930680109.png","https://meralll.com/wp-content/uploads/2021/02/073930680109-150x150.png","","073930680109","","","","","","","","","","","","","","دو ستريب لاصق رموش أبيض: أفضل صمغ رموش من ديو لا يسبب حساسيه للجفن أو الرموش الطبيعية أفضل صمغ رموش من ديولا","%%title%% %%page%% %%sep%% %%sitename%% أفضل صمغ رموش من ديو لا يسبب حساسيه للجفن"
"نوبيان – باتشولي و بوريتي كريم اليدين","<div class=""woocommerce-product-details__short-description"">

<strong>باتشولي و بوريتي كريم اليدين من نوبيان:</strong>
<ul>
 	<li>باتشولي وبوريتي كريم اليدين من نوبيان لتهدئة وتوازن بشرة اليدين</li>
 	<li>مصنوع من الالوفيرا والشوفان وزبدة الشيا وغني بالشوفان وزيت خشب الصندل</li>
 	<li>غني بفيتامين E , H</li>
 	<li>رائحة الباتشولي المميزه</li>
</ul>
</div>","Simple Product","63.00","59.00","العناية|العناية>العناية باليدين","https://meralll.com/wp-content/uploads/2021/02/باتشولي-واليوريتي-كريم-اليدين-من-نوبيان.jpg","https://meralll.com/wp-content/uploads/2021/02/باتشولي-واليوريتي-كريم-اليدين-من-نوبيان-150x150.jpg","","باتشولي-واليوريتي-كريم-اليدين-من-نوبيان","","","","","","","","","","","","","","باتشولي وبوريتي كريم اليدين من نوبيان لتهدئة وتوازن بشرة اليدينمصنوع من الالوفيرا والشوفان وزبدة الشيا وغني بالشوفان وزيت خشب الصندل","%%title%% %%page%% %%sep%% %%sitename%% باتشولي و بوريتي كريم اليدين من نوبيان:"
"ميبلين – بيبي سكن (20مل)","<div class=""woocommerce-product-details__short-description"">

<strong>برايمر بيبي سكن من ميبلين – 20مل:</strong>
<ul>
 	<li>غير مسبب للحساسية وخالي من العطور</li>
 	<li>يحافظ على ترطيب البشرة لإحساس خفيف طوال اليوم</li>
 	<li>يساعد على تخفيف الخطوط الدقيقة أو التجاعيد أو المسام الكبيرة</li>
</ul>
</div>
<div class=""quantity buttons_added""></div>","Simple Product","53.00","47.00","المكياج|المكياج>العيون>برايمر","https://meralll.com/wp-content/uploads/2021/02/httpaynma.compubmediacatalogproductmakeup36005309412783600530941278_1.jpg","https://meralll.com/wp-content/uploads/2021/02/httpaynma.compubmediacatalogproductmakeup36005309412783600530941278_1-150x150.jpg","","httpaynma.compubmediacatalogproductmakeup36005309412783600530941278_1","","","","https://meralll.com/wp-content/uploads/2021/02/httpaynma.compubmediacatalogproductmakeup36005309412783600530941278_1.jpg","","https://meralll.com/wp-content/uploads/2021/02/httpaynma.compubmediacatalogproductmakeup36005309412783600530941278_1-150x150.jpg","","","","","","","","غير مسبب للحساسية وخالي من العطوريحافظ على ترطيب البشرة لإحساس خفيف طوال اليوميساعد على تخفيف الخطوط الدقيقة أو التجاعيد أو المسام الكبيرة","%%title%% %%page%% %%sep%% %%sitename%% يحافظ على ترطيب البشرة لإحساس خفيف طوال اليوم"
"كريم العناية باليدين مافا بلس من مافالا – 50مل","<div class=""woocommerce-product-details__short-description"">

<b>كريم العناية باليدين مافالا+ من مافالا :</b>
<ul>
 	<li>عناية قصوى لليدين، بتركيبة خاصة للبشرة الجافة .</li>
 	<li>يساعد الغشاء الواقي الذي تشكله تركيبة الكريم بالمحافظة على رطوبة اليدين وحمايتهما باستمرار.</li>
 	<li>يحتوي على مركب نباتي مكون من زيت بذرة الكتان وزبدة الشيا المثاليين للعناية بالجلد وتخفيف تهيج وجفاف البشرة.</li>
</ul>
</div>
<div class=""quantity buttons_added""></div>","Simple Product","83.00","76.50","العناية|العناية>العناية باليدين|العناية>مافالا","https://meralll.com/wp-content/uploads/2021/02/52102977_Mava-1-500x500-1.png","https://meralll.com/wp-content/uploads/2021/02/52102977_Mava-1-500x500-1-150x150.png","","52102977_Mava-1-500&#215;500-1","","","","https://meralll.com/wp-content/uploads/2021/02/52102977_Mava-1-500x500-1.png","","https://meralll.com/wp-content/uploads/2021/02/52102977_Mava-1-500x500-1-150x150.png","","","","","","","","كريم العناية باليدين مافالا+ من مافالا :عناية قصوى لليدين، بتركيبة خاصة للبشرة الجافة .يساعد الغشاء الواقي الذي تشكله تركيبة الكريم","%%title%% %%page%% %%sep%% %%sitename%% كريم العناية باليدين مافالا+ من مافالا"
"كريم العناية بالجلد من مافالا _ 15مل","<div class=""woocommerce-product-details__short-description"">

<strong>كريم العناية بالجلد من مافالا _ 15مل:</strong>
<ul>
 	<li>عناية قصوى للجلد الميت حول الأظافر.</li>
 	<li>يحتوي على مركب نباتي مكون من زيت بذرة الكتان وزبدة الشيا المثاليين للعناية بالجلد وتخفيف وجفاف البشرة.</li>
</ul>
</div>
<div class=""quantity buttons_added""></div>","Simple Product","83.00","76.50","العناية|العناية>العناية بالقدم|العناية>العناية باليدين","https://meralll.com/wp-content/uploads/2021/02/FlBiNGfDwKNPaktZ2cAP28AiuxzMY5kZyQuzWOyq.jpg","https://meralll.com/wp-content/uploads/2021/02/FlBiNGfDwKNPaktZ2cAP28AiuxzMY5kZyQuzWOyq-150x150.jpg","","FlBiNGfDwKNPaktZ2cAP28AiuxzMY5kZyQuzWOyq","","","","https://meralll.com/wp-content/uploads/2021/02/FlBiNGfDwKNPaktZ2cAP28AiuxzMY5kZyQuzWOyq.jpg","","https://meralll.com/wp-content/uploads/2021/02/FlBiNGfDwKNPaktZ2cAP28AiuxzMY5kZyQuzWOyq-150x150.jpg","","","","","","","","يحتوي على مركب نباتي مكون من زيت بذرة الكتان وزبدة الشيا المثاليين للعناية بالجلد وتخفيف وجفاف البشرة ليدين ناعمتين","%%title%% %%page%% %%sep%% %%sitename%% يحتوي على مركب نباتي"
"جل للايدي من جليسوليد","<div class=""woocommerce-product-details__short-description"">

<strong>جل لليدين من جليسوليد:</strong>
<ul>
 	<li>جل لليدين مكونه الاساسي الجليسرين و البانثينول اللذي يساعد على ترطيب اليدين للاعتناء بها بلطف</li>
 	<li>لايترك اي اثار دهنيه على اليدين</li>
 	<li>جل شفاف يبقى الايدي ناعمه وطريه لفترة طويله</li>
 	<li></li>
</ul>
</div>
<div class=""quantity buttons_added""></div>","Simple Product","29.00","21.11","العناية|العناية>العناية باليدين|العناية>جليسوليد","https://meralll.com/wp-content/uploads/2021/02/IlwByac4W0anI17T1F6pvGEnyUNlomMUuLKfMwzk.jpg","https://meralll.com/wp-content/uploads/2021/02/IlwByac4W0anI17T1F6pvGEnyUNlomMUuLKfMwzk-150x150.jpg","","IlwByac4W0anI17T1F6pvGEnyUNlomMUuLKfMwzk","","","","","","","","","","","","","","جل لليدين مكونه الاساسي الجليسرين و البانثينول اللذي يساعد على ترطيب اليدين للاعتناء بها بلطفلايترك اي اثار دهنيه على اليدينجل شفاف","%%title%% %%page%% %%sep%% %%sitename%% جل لليدين من جليسوليد: يساعد على ترطيب اليدين للاعتناء بها"
"نيوتريديرم – لوشن معزز للشعر (250ml)","<div class=""woocommerce-product-details__short-description"">

<strong>نيوتريديرم – لوشن معزز للشعر (250ml)</strong>
<ul>
 	<li>لوشن معزز للشعر لتغذية الشعر الضعيف والتالف والخفيف .</li>
 	<li>يقوم بتحفيز بصيلات الشعر على استبدال الشعرة القديمة بشعرة جديدة صحية وقوية.</li>
 	<li>يعمل على زيادة فترة نمو الشعر واطالته وزيادة كثافته مع الاستخدام المتكرر.</li>
 	<li>يقوم بمنحك شعر صحي وحيوي اكثر.</li>
</ul>
</div>
<div class=""quantity buttons_added""></div>","Simple Product","358.00","333.00","العناية|العناية>العناية بالشعر|العناية>العناية بالشعر>نيوتريديوم","https://meralll.com/wp-content/uploads/2021/02/الوردي-1.png","https://meralll.com/wp-content/uploads/2021/02/الوردي-1-150x150.png","","الوردي-1","","","","https://meralll.com/wp-content/uploads/2021/02/الوردي-2.png","","https://meralll.com/wp-content/uploads/2021/02/الوردي-2-150x150.png","","","","","","","","لوشن معزز للشعر لتغذية الشعر الضعيف والتالف والخفيف .يقوم بتحفيز بصيلات الشعر على استبدال الشعرة القديمة بشعرة جديدة صحية وقوية.","%%title%% %%page%% %%sep%% %%sitename%% يعمل على زيادة فترة نمو الشعر واطالته"
"نيوتريديرم – شامبو معزز للشعر (250ml)","<div class=""woocommerce-product-details__short-description"">

<strong>نيوتريديرم – شامبو معزز للشعر (250ml)</strong>
<ul>
 	<li>يقوم بايقاف تساقط الشعر من خلال تقوية الشعر وزيادة سماكته وفعال في مكافحة الثعلبة.</li>
 	<li>يعمل على ترميم الشعر التالف والمتقصف بفعل صبغات الشعر والريجيم الحاد.</li>
 	<li>ينظم نشاط دهون فروة الرأس مما يقي من الالتهابات وتكتلات القشرة على الفروة.</li>
 	<li>يقوم بمنحك شعر صحي ومنتعش.</li>
</ul>
</div>
<div class=""quantity buttons_added""></div>","Simple Product","248.00","234.00","العناية|العناية>العناية بالشعر|العناية>العناية بالشعر>نيوتريديوم","https://meralll.com/wp-content/uploads/2021/02/الازرق.png","https://meralll.com/wp-content/uploads/2021/02/الازرق-150x150.png","","الازرق","","","","https://meralll.com/wp-content/uploads/2021/02/الازرق-2.png","","https://meralll.com/wp-content/uploads/2021/02/الازرق-2-150x150.png","","","","","","","","يقوم بايقاف تساقط الشعر من خلال تقوية الشعر وزيادة سماكته وفعال في مكافحة الثعلبة.يعمل على ترميم الشعر التالف والمتقصف بفعل صبغات الشعر","%%title%% %%page%% %%sep%% %%sitename%% يقوم بمنحك شعر صحي ومنتعش."
"نيوتريديرم – بلسم معزز للشعر (250ml)","<div class=""woocommerce-product-details__short-description"">

<strong>نيوتريديرم – بلسم معزز للشعر (250ml)</strong>
<ul>
 	<li>يدعم فعالية الشامبو المعزز للشعر من نيوتريديرم ويعزز من كفائته ويسرع في الحصول على نتائج افضل.-</li>
 	<li>يقوم بتغذية الشعر وترطيبه ويضفي عليه اللمعان المثالي.</li>
 	<li>يساعد على تقوية الشعر وحمايته من التلف، التقصف والتساقط.</li>
 	<li>يمنحك شعر صحي وحيوي.</li>
</ul>
</div>
<div class=""quantity buttons_added""></div>","Simple Product","266.00","234.00","العناية|العناية>العناية بالشعر|العناية>العناية بالشعر>نيوتريديوم","https://meralll.com/wp-content/uploads/2021/02/البمفسجي-1.png","https://meralll.com/wp-content/uploads/2021/02/البمفسجي-1-150x150.png","","البمفسجي-1","","","","https://meralll.com/wp-content/uploads/2021/02/البنفسجي-2.png","","https://meralll.com/wp-content/uploads/2021/02/البنفسجي-2-150x150.png","","","","","","","","يدعم فعالية الشامبو المعزز للشعر من نيوتريديرم ويعزز من كفائته ويسرع في الحصول على نتائج افضل.-يقوم بتغذية الشعر وترطيبه ويضيف له اللمعة","%%title%% %%page%% %%sep%% %%sitename%% يساعد على تقوية الشعر وحمايته من التلف،"
"مورا – زيت الجوجوبا","<div class=""woocommerce-product-details__short-description"">

<strong>زيت الجوجوبا من مورا:</strong>
<ul>
 	<li>ذو قوام غني حريري مثالياً لتهدئة الجفاف ومناسب لكافة أنواع البشرة</li>
 	<li>يرطب الشعر بعمق بالعديد من المركبات الغذائية</li>
 	<li>تركيبة زيت الجوجوبا تضمن لك منظراً أكثر صحة لشعرك وبشرة ناعمة</li>
</ul>
</div>
<div class=""quantity buttons_added""></div>","Simple Product","87.00","79.11","العناية|العناية>العناية بالبشرة|العناية>العناية بالشعر|العناية>العناية بالوجه|العناية>مورا","https://meralll.com/wp-content/uploads/2021/02/GOVvF3HHncJPM4TiEgpggS3zhXsk37wFQ01ykmxq.jpg","https://meralll.com/wp-content/uploads/2021/02/GOVvF3HHncJPM4TiEgpggS3zhXsk37wFQ01ykmxq-150x150.jpg","","GOVvF3HHncJPM4TiEgpggS3zhXsk37wFQ01ykmxq","","","","https://meralll.com/wp-content/uploads/2021/02/GOVvF3HHncJPM4TiEgpggS3zhXsk37wFQ01ykmxq.jpg","","https://meralll.com/wp-content/uploads/2021/02/GOVvF3HHncJPM4TiEgpggS3zhXsk37wFQ01ykmxq-150x150.jpg","","","","","","","","ذو قوام غني حريري مثالياً لتهدئة الجفاف ومناسب لكافة أنواع البشرةيرطب الشعر بعمق بالعديد من المركبات الغذائيةتركيبة زيت الجوجوبا","%%title%% %%page%% %%sep%% %%sitename%% ذو قوام غني حريري مثالياً لتهدئة الجفاف"
"كاراسا – مانزانيلا غسول لتشقير الشعر بخلاصة البابونج(180مل)","<div class=""woocommerce-product-details__short-description"">

خلاصة التشقير الطبيعية المستخلصة من زهرة البابونج الطبيعية:
<ul>
 	<li>يعطيك لون ثابت لا يتغير بالغسيل ولا بالكريمات ولا باي شي</li>
 	<li> علبة واحدة يمكن استعمالها لاكثر من مرة  على حسب طول الشعر.</li>
 	<li>.يمنع تساقط الشعر</li>
 	<li> يعطي الدرجات التالية ( من البني الى الاشقر الفاتح)</li>
 	<li>يستخدم للصغار والكبار</li>
</ul>
كيفية الاستعمال:
<ul>
 	<li>استعملي البخاخ الذي سيساعدك على وصول البلل لكل مناطق الشعر .</li>
 	<li>ضعي فيه المقدار المراد استعماله فقط ورشي الشعر حتى يتبلل تماما ومشطيه لكي تضمني وصوله لكل شعره
وتتركيه يجف بدون منشفة وبدون تعطية الرأس</li>
 	<li>بعدجفاف شعرك سوف تلاحظي انه تحول للبني ( اذا كان شعرك اسود) .. و اذا أردتي تنتقلي لدرجة اخرى أفتح وأفتح أو اشقر .. او اشقر جدا.. ما عليك الا ان تبللي به شعرك للمرة الثانية.والثالثة.</li>
 	<li>لا تغسلي شعرك بعد استعماله الا بعد 24 ساعة على الاقل</li>
</ul>
</div>
<div class=""quantity buttons_added""></div>","Simple Product","87.00","79.00","العناية|العناية>العناية بالشعر|العناية>العناية بالشعر>مانزانيلا","https://meralll.com/wp-content/uploads/2021/02/8422230021280_1.jpg","https://meralll.com/wp-content/uploads/2021/02/8422230021280_1-150x150.jpg","","8422230021280_1","","","","","","","","","","","","","","يعطيك لون ثابت لا يتغير بالغسيل ولا بالكريمات ولا باي شي علبة واحدة يمكن استعمالها لاكثر من مرة  على حسب طول الشعر..يمنع تساقط الشعر",""
"راوش – شامبو التنظيف قوي للشعر","<strong>شامبو التنظيف من راوش:</strong>
<ul>
 	<li>شامبو التنظيف من راوش السويسري المكون من مادة الكافيين المنشطة لخلايا فروة الراس المساعدة لتحفيز على تلقي اي علاج لانبات الشعر</li>
 	<li>شامبو منظف قوي للشعر</li>
</ul>","Simple Product","159.00","127.00","العناية|العناية>العناية بالشعر|العناية>العناية بالشعر>راوش","https://meralll.com/wp-content/uploads/2021/02/راوش.jpg","https://meralll.com/wp-content/uploads/2021/02/راوش-150x150.jpg","","راوش","","","","https://meralll.com/wp-content/uploads/2021/02/راوش.jpg","","https://meralll.com/wp-content/uploads/2021/02/راوش-150x150.jpg","","","","","","","","شامبو التنظيف من راوش السويسري المكون من مادة الكافيين المنشطة لخلايا فروة الراس المساعدة لتحفيز على تلقي اي علاج لانبات الشعرشامبو منظف","%%title%% %%page%% %%sep%% %%sitename%% شامبو منظف قوي للشعر"
"راوش – تونيك انبات الشعر","<div class=""woocommerce-product-details__short-description"">

<strong>تونيك انبات الشعر من راوش:</strong>
<ul>
 	<li>مستخلص جذور نبات الأرقطيون والزيوت العطرية مطهر ويساعد على تنظيم وظائف فروة الرأس.</li>
 	<li>ينشط ويحفز الدورة الدموية في فروة الرأس ، وبالتالي تقوي فروة الرأس وتشجع نمو الشعر. غسول خاص فعال لمواجهة بقع والفراغات الصلعاء.</li>
</ul>
</div>","Simple Product","220.00","209.00","العناية|العناية>العناية بالشعر|العناية>العناية بالشعر>راوش","https://meralll.com/wp-content/uploads/2021/02/IipNceUwuFlY76oAWaVBaAxUcfdXwugaYqzA2zGA_.jpg","https://meralll.com/wp-content/uploads/2021/02/IipNceUwuFlY76oAWaVBaAxUcfdXwugaYqzA2zGA_-150x150.jpg","","IipNceUwuFlY76oAWaVBaAxUcfdXwugaYqzA2zGA_","","","","https://meralll.com/wp-content/uploads/2021/02/IipNceUwuFlY76oAWaVBaAxUcfdXwugaYqzA2zGA_.jpg","","https://meralll.com/wp-content/uploads/2021/02/IipNceUwuFlY76oAWaVBaAxUcfdXwugaYqzA2zGA_-150x150.jpg","","","","","","","","مستخلص جذور نبات الأرقطيون والزيوت العطرية مطهر ويساعد على تنظيم وظائف فروة الرأس.ينشط ويحفز الدورة الدموية في فروة الرأس ، وبالتالي تقوي","%%title%% %%page%% %%sep%% %%sitename%% غسول خاص فعال لمواجهة بقع والفراغات الصلعاء"
"ذا اورديناري – سيروم ملتي ببتيد تكثيف الشعر وعلاج التساقط","<div class=""woocommerce-product-details__short-description"">

<strong>ذا اورديناري سيروم ملتي ببتيد تكثيف الشعر وعلاج التساقط:</strong>
<ul>
 	<li class=""ql-align-right"">سيروم ملتي ببتيد تكثيف الشعر وعلاج التساقط من ذا اوردينري</li>
 	<li class=""ql-align-right"">الببتيدات هي عباره عن أحماض أمينية و جزء صغير مقارنه بالبروتينات</li>
 	<li class=""ql-align-right"">المنتج عباره عن سيروم شفاف بعبوه معتمه “للمحافظه على السيروم” مدة استخدامه 12 شهر من فتح العبوة</li>
 	<li class=""ql-align-right"">يحتوي على متعدد الببتيد ومجموعة من الأحماض منها الاكتيك بالاضافه للكافيين ، جلسرين وغيرهم من المركبات الآمنه للاستخدام على الشعر</li>
 	<li class=""ql-align-right"">طريقة استخدامه :</li>
 	<li class=""ql-align-right"">مرة واحدة يومياً يتم توزيع بضع قطرات على فروة الرأس كامله وندلكه برفق على شعر ناشف تماماً قبل النوم لايحتاج الى غسل.</li>
 	<li class=""ql-align-right"">لجميع انواع الشعر</li>
 	<li class=""ql-align-right"">لايسبب اثر دهني ولا طبقه على الشعر</li>
 	<li class=""ql-align-right"">يعالج مشاكل الشعر من الجذور والفروه بحيث يساعد على تحسين نمو الشعر</li>
 	<li class=""ql-align-right"">يساعد على تحسين المظهر بإعطاء لمعان وقوه للشعر كامل</li>
 	<li class=""ql-align-right"">يخفف تساقط الشعر بشكل ملحوظ بعد اسبوع الى 20 يوم استخدام</li>
 	<li class=""ql-align-right"">يقلل معدل التساقط ولايوقف التساقط بشكل تام</li>
 	<li class=""ql-align-right"">الحجم : 60 مل</li>
</ul>
</div>
<div class=""quantity buttons_added""></div>","Simple Product","145.00","133.25","العناية|العناية>العناية بالشعر|العناية>ذا اوردينيري","https://meralll.com/wp-content/uploads/2021/02/ملتي-بيتيد-للشعر.jpeg","https://meralll.com/wp-content/uploads/2021/02/ملتي-بيتيد-للشعر-150x150.jpeg","","ملتي-بيتيد-للشعر","","","","","","","","","","","","","","ذا اورديناري سيروم ملتي ببتيد تكثيف الشعر وعلاج ملتي ببتيد تكثيف الشعر وعلاج التساقط من ذا اوردينريالببتيدات هي عباره عن أحماض أمينية","%%title%% %%page%% %%sep%% %%sitename%% سيروم ملتي ببتيد"
"افريكاز بيست – ماسك مايونيز الشعر","<div class=""woocommerce-product-details__short-description"">
<h1 class=""product-title title36 lora-font font-bold"">مايونيز الشعر من افريكاز بيست</h1>
<div class=""woocommerce-product-details__short-description"">
<h4>الوصف:</h4>
<article>
<div id=""description-full"" class="""">
<ul>
 	<li>يقوم بترطيب الشعر وحمايته من الشمس وأدوات التصفيف الحراريه.</li>
 	<li>يمننع تكسر الشعر وتساقطه.</li>
</ul>
<p class=""product-desc"">طريقة الإستخدام:
استخدمي كمية مناسبة من المايونيز على شعرك المبلل (حسب طول وكثافة الشعر) من فروة الرأس وحتى الأطراف. احرصي على تدليك فروة الرأس جيدًا لبضع دقائق باستخدام أطراف الأصابع، ثم يترك المايونيز على الشعر لمدة 20 دقيقة. بعد ذلك، يشطف الشعر جيدًا باستخدام شامبو لطيف. ينصح بتكرار تلك العملية مرة واحدة كل شعر.</p>
<p class=""product-desc""><strong>بالنسبة للشعر الجاف،</strong> ينصح بتغطية الشعر جيدًا باستخدام غطاء بلاستيكي بعد وضع المايونيز. ثم يغطى الشعر بفوطة مبللة بالماء الساخن لمدة 20 دقيقة، كي يساعد ذلك على اختراق المغذيات الطبيعية داخل خصلات الشعر. بعد ذلك، يغسل الشعر جيدًا باستخدام الشامبو.</p>
<p class=""product-desc"">ويمكن أيضًا استخدام أي من المكونات الطبيعية الأخرى مع المايونيز كزيت الزيتون، البيض، أو الأفوكادو لتعزيز فوائده الصحية لتغذية فروة الرأس.</p>

</div>
</article></div>
</div>
<div class=""quantity buttons_added""></div>","Simple Product","45.00","36.33","العناية|العناية>العناية بالشعر","https://meralll.com/wp-content/uploads/2021/02/6ABb1UtXFzKe0XluhX1sE0MAa2RD63k7PoBx2hyz.jpg","https://meralll.com/wp-content/uploads/2021/02/6ABb1UtXFzKe0XluhX1sE0MAa2RD63k7PoBx2hyz-150x150.jpg","","6ABb1UtXFzKe0XluhX1sE0MAa2RD63k7PoBx2hyz","","","","","","","","","","","","","","استخدمي كمية مناسبة من المايونيز على شعرك المبلل (حسب طول وكثافة الشعر) من فروة الرأس وحتى الأطراف. احرصي على تدليك فروة الرأس جيدًا","%%title%% %%page%% %%sep%% %%sitename%% يقوم بترطيب الشعر وحمايته من الشمس"
"نيتشر ريببلك – جل الصبار المرطب (300مل)","<div class=""woocommerce-product-details__short-description"">

<b>جل الصبار المرطب من نيتشر ريببلك:</b>
<ul>
 	<li> مرطب ومهدئ للبشرة يستعمل خلال اليوم.</li>
 	<li>يحتوي على 92%  مستخلص الصبار الذي يعمل على ترطيب مثالي</li>
 	<li>قناع النوم المرطب</li>
 	<li>ترطيب وتجديد للجسم</li>
 	<li>تمنح الشعر ملمس حريري</li>
 	<li>قناع تبريد للعيون وترطيب الشفاه</li>
 	<li>جل ما بعد الحلاقة</li>
 	<li>ترطيب الأظافر</li>
</ul>
</div>
<div class=""quantity buttons_added""></div>","Simple Product","41.00","28.00","العناية|العناية>العناية بالبشرة|العناية>العناية بالجسم|العناية>العناية بالشعر|العناية>العناية بالقدم|العناية>العناية بالوجه|العناية>العناية باليدين","https://meralll.com/wp-content/uploads/2021/02/46671980_care-kit1-500x500-1-450x450-1.png","https://meralll.com/wp-content/uploads/2021/02/46671980_care-kit1-500x500-1-450x450-1-150x150.png","","46671980_care-kit1-500&#215;500-1-450&#215;450","","","","","","","","","","","","",""," مرطب ومهدئ للبشرة يستعمل خلال اليوم.يحتوي على 92%  مستخلص الصبار الذي يعمل على ترطيب مثاليقناع النوم المرطب","%%title%% %%page%% %%sep%% %%sitename%% ترطيب وتجديد للجسم"
